transcript_id,SRR1048058,SRR1048059,SRR1048060,SRR1048061,SRR1048062,SRR1048063
ENSDART00000178257,0,5,0,11,0,0
ENSDART00000178254,0,23,23,47,38,38
ENSDART00000178255,0,0,3,0,0,0
ENSDART00000178252,0,0,4,54,0,6
ENSDART00000178253,0,0,0,0,0,0
ENSDART00000178250,0,0,0,0,0,0
ENSDART00000178251,0,0,0,0,0,0
ENSDART00000146207,0,0,0,0,0,0
ENSDART00000178258,0,0,0,0,0,0
ENSDART00000178259,0,0,0,0,0,0
MSTRG.6696.2,0,6,6,14,16,32
MSTRG.35879.1,0,0,0,28,11,0
ENSDART00000038740,37,187,412,332,245,293
MSTRG.45363.1,10,0,105,0,190,157
MSTRG.14165.1,1,14,3,15,4,13
ENSDART00000037729,36,95,90,155,112,205
ENSDART00000149019,13,244,450,446,353,468
ENSDART00000157953,0,0,0,0,0,0
MSTRG.31791.1,0,0,2,0,0,8
ENSDART00000038745,0,191,487,388,316,370
MSTRG.35640.1,0,135,185,216,146,178
ENSDART00000169179,0,0,0,0,0,0
ENSDART00000169178,0,0,0,11,0,0
MSTRG.31830.1,0,5,0,17,0,0
MSTRG.24871.1,16,62,96,82,41,186
ENSDART00000169171,0,1,0,0,3,0
ENSDART00000169170,3,0,2,0,0,2
ENSDART00000169173,0,3,0,0,0,0
ENSDART00000169172,0,0,0,0,0,0
ENSDART00000169175,0,0,0,0,0,0
ENSDART00000169174,0,0,0,0,0,0
ENSDART00000169177,0,0,0,0,0,8
ENSDART00000169176,0,3,0,0,2,2
MSTRG.11971.1,0,6,0,0,11,9
MSTRG.17529.2,0,140,141,0,105,78
MSTRG.30426.1,144,948,1056,1586,1389,1175
MSTRG.43695.1,0,4,38,2,14,12
MSTRG.28705.1,0,6,2,14,2,0
MSTRG.7528.1,0,1,15,2,0,3
ENSDART00000098082,69,7,6,7,8,6
ENSDART00000098083,0,0,0,0,0,0
ENSDART00000141420,41,124,295,351,243,270
MSTRG.32039.1,0,17,0,45,24,44
MSTRG.9857.1,0,0,3,0,13,3
MSTRG.14912.1,0,11,1,0,0,3
ENSDART00000083362,41,517,616,759,808,855
ENSDART00000106156,54,155,204,261,386,302
ENSDART00000144414,0,0,5,0,0,4
ENSDART00000054338,197,907,1668,2210,3285,3574
ENSDART00000123859,0,0,0,0,0,0
ENSDART00000106152,0,0,0,0,0,102
ENSDART00000123855,0,0,0,0,0,0
ENSDART00000054337,0,63,73,123,131,158
ENSDART00000113470,0,3,4,0,0,2
ENSDART00000123853,0,0,0,0,2,0
ENSDART00000036456,31,376,797,342,310,567
MSTRG.4125.1,2,16,3,11,57,20
MSTRG.8941.1,0,4,31,6,16,5
ENSDART00000151810,0,0,0,0,0,1
MSTRG.43234.1,0,27,28,27,17,32
MSTRG.20810.1,0,84,64,87,69,71
ENSDART00000151814,0,0,1,1,2,1
MSTRG.19422.1,0,20,6,2,8,15
ENSDART00000151819,12,0,0,37,13,0
ENSDART00000151818,0,0,0,0,0,0
MSTRG.28889.1,28,895,812,695,712,751
MSTRG.13222.1,0,22,32,41,15,41
MSTRG.40377.1,6,25,72,49,2,16
ENSDART00000168100,0,0,0,0,0,0
ENSDART00000143225,0,0,0,23,0,0
ENSDART00000143224,0,0,0,0,0,7
ENSDART00000143227,0,0,0,0,0,0
ENSDART00000143221,27,6,1,5,24,1
ENSDART00000143220,0,0,0,0,0,0
ENSDART00000143223,0,1,0,6,65,29
MSTRG.39029.1,0,0,0,13,7,0
MSTRG.26525.1,2,325,0,0,0,0
MSTRG.874.1,0,3,15,14,2,5
ENSDART00000079104,106,395,451,573,425,572
ENSDART00000092013,59,277,435,436,509,473
ENSDART00000092011,0,121,224,209,213,270
ENSDART00000092015,77,543,1276,879,1051,1326
ENSDART00000158997,0,0,0,0,0,0
ENSDART00000158996,16,82,187,57,116,196
ENSDART00000158995,0,0,0,0,0,0
ENSDART00000158994,0,344,326,322,293,216
ENSDART00000158993,0,0,0,0,0,0
MSTRG.22440.1,0,7,24,7,0,13
ENSDART00000158991,0,36,57,25,21,0
MSTRG.3947.1,0,134,431,285,343,228
ENSDART00000158999,0,0,0,0,0,0
MSTRG.25814.1,0,0,0,1,8,5
ENSDART00000163146,3,1,22,31,31,28
ENSDART00000163147,0,10,0,131,54,3
ENSDART00000163144,0,0,0,0,0,0
ENSDART00000163145,0,0,0,0,0,0
ENSDART00000163142,0,29,0,0,7,54
ENSDART00000163140,9,0,203,0,117,140
ENSDART00000163141,2,2,24,35,12,20
ENSDART00000120314,0,0,0,0,0,0
ENSDART00000120312,0,0,0,0,0,0
ENSDART00000163148,0,0,0,2,2,0
ENSDART00000163149,0,0,0,0,0,224
MSTRG.25719.1,0,3,0,12,12,20
MSTRG.17501.1,0,0,18,0,0,0
MSTRG.33920.2,0,0,0,429,0,158
ENSDART00000171574,0,0,0,0,0,0
ENSDART00000142172,0,0,0,0,0,0
ENSDART00000142173,0,0,0,0,0,6
ENSDART00000142170,0,0,0,0,0,0
ENSDART00000142171,0,88,237,2,15,62
ENSDART00000142176,0,0,0,0,0,0
ENSDART00000142174,0,0,0,0,0,0
ENSDART00000142175,0,0,0,0,0,0
ENSDART00000142178,0,89,14,48,12,66
ENSDART00000142179,0,0,0,0,0,0
ENSDART00000125847,0,0,0,0,0,0
ENSDART00000125846,0,21,16,0,3,17
ENSDART00000125840,0,0,0,0,0,0
ENSDART00000092752,14,219,431,420,290,480
ENSDART00000022579,0,0,0,0,0,0
ENSDART00000115833,0,0,0,0,0,0
ENSDART00000115832,0,0,0,0,0,0
ENSDART00000115836,0,0,0,0,0,0
MSTRG.5649.1,0,2,10,3,15,3
ENSDART00000115834,0,0,0,0,0,0
MSTRG.8091.1,0,6,5,47,2,10
MSTRG.26960.1,3,11,198,62,72,69
MSTRG.20890.2,0,0,0,0,225,20
MSTRG.33454.1,3,10,8,8,0,5
MSTRG.4070.1,3,12,0,2,7,4
ENSDART00000114128,0,1,0,2,0,0
ENSDART00000055882,30,57,303,191,200,247
ENSDART00000062061,0,15,302,25,252,42
ENSDART00000066317,0,80,181,102,65,187
ENSDART00000137690,0,37,48,56,91,68
MSTRG.7208.1,0,1,0,10,2,5
ENSDART00000062067,0,0,0,0,0,0
MSTRG.24167.1,0,14,21,17,40,22
ENSDART00000062069,0,0,0,0,0,0
MSTRG.41600.1,0,0,0,0,11,0
MSTRG.7222.1,2,0,30,21,0,13
ENSDART00000080047,125,210,3,4,0,37
MSTRG.38207.1,31,178,180,219,186,312
ENSDART00000080042,14,168,208,175,184,264
MSTRG.12622.1,0,8,2,73,25,109
ENSDART00000006795,0,6,32,8,16,11
ENSDART00000009687,84,336,366,487,510,598
MSTRG.19302.1,0,0,24,0,0,26
MSTRG.17700.1,3,53,46,63,76,56
MSTRG.8840.1,0,0,8,0,0,0
MSTRG.1198.12,0,0,0,0,4,25
MSTRG.1491.1,0,33,65,3,11,41
ENSDART00000123039,0,82,11,16,29,8
ENSDART00000123035,0,0,0,0,0,10
ENSDART00000123032,0,0,0,0,0,0
ENSDART00000123033,0,24,0,4,31,68
ENSDART00000123030,0,0,0,0,0,0
ENSDART00000123031,0,0,0,0,0,0
ENSDART00000145177,0,3,0,19,1,1
ENSDART00000166711,0,0,0,0,0,0
MSTRG.14480.1,0,0,0,24,21,8
MSTRG.22621.1,0,11,24,0,2,6
ENSDART00000166712,0,0,23,0,10,0
ENSDART00000177936,0,0,0,0,0,0
ENSDART00000177937,0,0,0,0,0,10
MSTRG.32091.1,0,0,13,0,0,5
ENSDART00000177935,4,28,83,14,11,16
ENSDART00000177932,0,0,0,0,0,0
ENSDART00000177933,0,0,0,0,0,0
ENSDART00000177930,0,6,19,12,0,3
ENSDART00000177931,97,320,713,589,597,741
MSTRG.14703.1,3,17,72,25,66,44
ENSDART00000145173,0,0,0,0,0,0
MSTRG.22760.1,6,35,119,118,52,97
ENSDART00000177938,0,0,0,0,0,0
ENSDART00000177939,0,0,0,0,0,0
MSTRG.14612.4,1,10,87,33,14,8
MSTRG.14612.2,0,88,88,61,89,59
MSTRG.14612.3,6,30,10,0,1,88
MSTRG.27225.4,0,144,0,153,0,223
MSTRG.14612.1,1,47,118,169,167,196
ENSDART00000145170,1,64,3,0,49,49
MSTRG.36119.2,0,5,0,20,7,7
MSTRG.16839.3,0,118,330,108,173,45
MSTRG.40260.1,0,25,21,25,0,40
ENSDART00000135571,0,0,0,0,0,0
MSTRG.16839.1,33,515,542,651,544,232
ENSDART00000037109,47,407,505,707,690,856
MSTRG.24206.1,0,2,8,6,0,2
MSTRG.12881.1,0,0,0,12,0,2
MSTRG.40797.1,107,963,1481,1675,975,1237
MSTRG.25720.1,0,0,0,8,0,0
ENSDART00000075826,0,18,0,0,0,15
MSTRG.16839.4,0,1273,1829,1533,1088,1950
MSTRG.26792.1,8,1,2,0,16,11
MSTRG.37628.1,0,8,0,2,0,0
ENSDART00000012940,526,2725,5967,344,246,267
ENSDART00000012944,0,0,0,0,0,0
MSTRG.7782.1,7,6,69,56,71,86
ENSDART00000110715,0,97,112,90,111,156
MSTRG.15296.1,0,0,8,0,0,0
ENSDART00000110716,0,0,3,0,0,0
ENSDART00000134297,0,1,0,0,0,0
MSTRG.20721.1,0,9,400,72,269,105
ENSDART00000010543,20,222,234,347,189,505
ENSDART00000139959,0,0,0,0,0,0
MSTRG.8338.1,0,0,3,24,20,9
MSTRG.3709.1,0,0,11,0,0,5
MSTRG.26.1,1,11,15,27,7,8
MSTRG.5387.2,0,3,490,0,0,0
MSTRG.11410.1,0,8,0,0,0,0
MSTRG.17090.1,0,11,34,16,10,14
MSTRG.44404.1,11,16,31,69,54,39
ENSDART00000051434,0,41,47,57,44,79
ENSDART00000125066,0,42,12,56,54,78
ENSDART00000125064,0,0,0,0,0,0
ENSDART00000125063,16,72,203,140,47,87
ENSDART00000125061,0,0,0,0,0,0
ENSDART00000125060,0,6,8,27,0,9
MSTRG.13852.1,3,119,96,73,98,177
ENSDART00000140101,0,0,0,0,0,0
MSTRG.40493.1,2,36,23,16,13,21
MSTRG.4652.1,0,0,33,14,21,29
MSTRG.21047.1,0,23,21,10,2,9
MSTRG.38439.1,0,10,4,15,6,33
MSTRG.15215.1,0,51,26,15,14,52
MSTRG.21344.1,0,0,0,28,0,0
ENSDART00000177763,13,0,0,0,18,0
MSTRG.3283.1,0,0,0,14,0,0
MSTRG.37150.1,0,0,0,8,0,0
ENSDART00000032722,6,49,97,189,154,140
ENSDART00000104806,0,4,2,9,11,13
ENSDART00000104807,0,0,0,0,24,0
ENSDART00000164284,0,0,19,3,0,8
ENSDART00000164285,0,0,22,37,0,20
ENSDART00000164286,14,41,34,34,56,45
ENSDART00000164287,0,0,0,0,0,14
ENSDART00000175509,0,0,0,0,2,0
ENSDART00000175508,0,51,20,24,31,56
ENSDART00000164282,3,5,24,3,42,32
ENSDART00000164283,7,132,17,155,80,55
ENSDART00000175505,0,0,0,0,0,0
ENSDART00000175504,3,16,1,13,1,2
ENSDART00000175507,0,6,0,0,0,6
ENSDART00000175506,0,0,0,0,0,0
ENSDART00000164288,0,0,0,0,1,0
ENSDART00000164289,0,0,0,0,0,0
ENSDART00000175503,0,0,0,0,0,0
ENSDART00000175502,5,66,13,53,54,1
MSTRG.6268.1,0,2,0,0,19,10
MSTRG.42299.1,0,93,158,313,280,133
MSTRG.42299.7,0,0,0,10,0,0
MSTRG.14352.1,4,31,32,83,29,80
MSTRG.42299.5,0,0,0,14,0,28
MSTRG.10918.1,0,1,0,24,0,0
ENSDART00000023054,39,416,677,629,853,938
ENSDART00000109785,0,0,0,0,0,0
MSTRG.24643.4,0,672,518,1268,0,1995
MSTRG.24643.3,0,8,558,5,0,27
MSTRG.24643.2,0,180,462,289,623,1
MSTRG.24643.1,229,177,500,387,1093,1
ENSDART00000109783,0,8,10,0,2,12
MSTRG.28806.1,0,0,23,4,0,10
ENSDART00000048399,5,108,65,79,0,68
MSTRG.22103.1,0,0,0,36,4,5
ENSDART00000126783,0,0,0,0,0,0
ENSDART00000048391,32,178,721,91,561,151
ENSDART00000126780,40,66,81,129,158,159
ENSDART00000048395,0,0,0,0,0,0
ENSDART00000126784,0,0,0,0,0,0
ENSDART00000133600,0,3,12,0,11,4
ENSDART00000133601,0,0,0,0,0,2
ENSDART00000124336,0,42,22,200,221,5
ENSDART00000133603,0,0,11,0,16,10
ENSDART00000133604,0,0,0,0,0,0
MSTRG.44484.1,0,0,0,0,0,24
ENSDART00000172308,0,0,0,0,0,0
ENSDART00000124333,0,79,341,151,134,162
MSTRG.3392.1,0,30,58,0,5,15
ENSDART00000124339,18,193,355,506,605,479
MSTRG.14267.1,0,0,0,0,18,0
MSTRG.28264.1,0,13,19,0,21,11
ENSDART00000136548,0,0,0,0,0,0
ENSDART00000136549,0,0,0,0,0,0
MSTRG.28.1,0,0,5,1,12,3
ENSDART00000136541,0,101,94,149,0,33
ENSDART00000136543,0,0,0,0,0,0
ENSDART00000136544,10,123,0,0,0,0
ENSDART00000042134,0,0,0,0,0,0
ENSDART00000136546,0,93,159,165,122,178
ENSDART00000136547,0,81,6,110,108,51
MSTRG.16994.1,40,333,145,116,517,317
MSTRG.36780.2,0,271,191,0,0,1804
ENSDART00000157472,0,1,0,0,0,1
ENSDART00000087382,32,290,286,337,369,464
MSTRG.24618.1,0,82,95,76,48,118
ENSDART00000044993,0,57,280,47,169,29
ENSDART00000140827,12,44,88,133,60,93
ENSDART00000140824,0,0,0,0,0,0
ENSDART00000140825,0,95,32,41,148,194
ENSDART00000140823,0,1,1,2,1,1
ENSDART00000140820,0,0,0,0,0,0
ENSDART00000140821,0,0,0,0,0,0
ENSDART00000155892,0,0,0,0,0,48
ENSDART00000140828,46,127,189,198,284,201
ENSDART00000140829,0,0,0,0,0,0
ENSDART00000141199,0,0,0,0,0,0
ENSDART00000141198,0,29,43,40,53,50
ENSDART00000118468,0,1,0,0,2,1
ENSDART00000141195,1,1,1,1,1,1
ENSDART00000141194,0,2,1,1,40,29
ENSDART00000141197,0,0,0,0,0,0
ENSDART00000141196,0,0,0,0,3,0
ENSDART00000141190,0,0,0,0,0,0
ENSDART00000141193,13,174,71,161,107,269
ENSDART00000141192,3,91,162,49,57,148
MSTRG.45381.1,2,11,15,14,23,61
ENSDART00000134370,5,39,57,97,118,140
ENSDART00000138739,0,0,0,0,0,0
ENSDART00000134372,0,0,0,0,0,0
ENSDART00000134375,0,0,0,0,17,10
ENSDART00000134377,0,0,0,0,0,0
ENSDART00000134376,0,0,0,0,0,0
ENSDART00000134378,0,0,8,0,0,0
ENSDART00000019804,0,0,4,0,0,0
ENSDART00000105788,33,287,932,481,419,614
ENSDART00000137638,4,36,87,45,71,91
MSTRG.10930.1,26,186,183,150,139,185
MSTRG.23756.18,0,20,19,53,55,37
MSTRG.10930.2,0,0,0,0,51,0
ENSDART00000137631,11,35,73,50,66,191
ENSDART00000137630,0,0,0,0,0,9
ENSDART00000137633,0,73,7,6,11,52
ENSDART00000137632,0,0,0,0,0,0
ENSDART00000105784,0,148,28,161,124,193
MSTRG.23756.10,0,17,63,96,14,61
MSTRG.7979.1,0,0,0,10,0,0
ENSDART00000137636,0,0,7,0,0,105
MSTRG.10865.1,0,0,14,9,0,0
ENSDART00000007857,27,35,62,23,27,100
ENSDART00000007856,41,409,88,878,345,533
ENSDART00000139299,0,0,0,0,0,0
ENSDART00000157511,0,0,0,0,0,12
ENSDART00000139291,0,0,0,0,0,0
ENSDART00000139290,0,13,6,0,4,3
ENSDART00000139293,0,45,48,44,118,30
ENSDART00000139292,70,554,839,963,580,1252
ENSDART00000139295,0,14,25,10,0,21
ENSDART00000139294,0,0,0,0,0,0
ENSDART00000139297,1,0,0,2,8,3
ENSDART00000139296,21,0,18,0,5,12
MSTRG.31290.1,5,41,33,68,53,37
ENSDART00000104051,111,544,1190,978,959,1037
ENSDART00000108496,0,11,29,37,15,11
ENSDART00000108494,0,146,0,76,35,236
ENSDART00000108493,0,15,44,30,0,69
ENSDART00000108492,0,0,2,0,0,1
ENSDART00000108499,2,6,0,10,0,5
MSTRG.2125.1,13,29,20,124,78,58
ENSDART00000138648,3,4,32,1,2,7
ENSDART00000175044,0,0,0,0,0,0
MSTRG.14285.1,0,16,0,0,0,3
ENSDART00000142375,0,0,0,0,0,0
MSTRG.17245.1,0,0,11,0,5,0
ENSDART00000031408,0,26,31,40,57,40
ENSDART00000154445,0,0,0,0,0,0
ENSDART00000154444,0,0,0,13,11,2
ENSDART00000154447,0,0,0,0,0,0
ENSDART00000154443,0,0,0,0,0,0
MSTRG.18388.1,8,12,191,262,0,38
ENSDART00000154449,0,0,0,44,0,4
ENSDART00000154448,0,4,0,13,7,1
MSTRG.7739.1,0,43,83,114,37,92
MSTRG.40998.1,0,81,90,115,76,113
ENSDART00000082083,6,1,0,0,1,1
ENSDART00000151739,0,0,0,0,0,0
MSTRG.29594.1,13,369,1232,503,445,689
MSTRG.14106.1,0,11,0,0,0,0
MSTRG.23227.5,0,0,0,135,0,0
MSTRG.23227.6,0,0,0,0,0,111
ENSDART00000099846,0,0,0,6,0,0
ENSDART00000099841,0,9,0,6,0,21
MSTRG.23227.1,0,4,41,58,32,51
ENSDART00000146879,0,0,0,0,0,6
ENSDART00000146877,0,0,0,0,0,0
ENSDART00000146875,0,0,0,0,0,1
ENSDART00000146873,0,0,0,0,0,0
ENSDART00000146872,0,0,0,0,0,0
MSTRG.29433.1,0,9,21,38,13,22
ENSDART00000146870,0,1,32,2,1,1
ENSDART00000078523,0,3,21,17,10,11
ENSDART00000078522,871,5271,8816,9778,9371,12570
ENSDART00000141215,0,0,0,0,0,3
ENSDART00000078525,64,525,636,926,798,915
MSTRG.462.2,0,0,522,2145,1285,477
MSTRG.34964.1,13,112,137,184,139,185
ENSDART00000078529,0,0,0,31,0,1
ENSDART00000058470,1,2,5,2,3,3
ENSDART00000005119,117,1665,1913,2477,2304,2737
MSTRG.19699.1,0,1,0,7,9,3
MSTRG.20121.1,0,8,0,0,0,0
ENSDART00000014013,2,45,20,38,6,50
ENSDART00000028592,173,7,47,37,36,32
ENSDART00000141211,414,2910,3554,1504,2112,2950
ENSDART00000014018,0,0,3,3,0,3
ENSDART00000154921,0,15,86,8,11,14
MSTRG.36156.1,0,12,0,8,34,13
MSTRG.41507.1,0,0,26,0,0,0
ENSDART00000151735,0,11,7,11,9,12
MSTRG.2713.6,3,154,29,122,232,782
ENSDART00000061653,0,0,0,0,0,0
ENSDART00000170298,0,0,0,0,0,136
ENSDART00000170299,0,3,0,5,8,2
MSTRG.2713.2,34,19,282,107,23,4
ENSDART00000170292,5,16,23,75,49,59
ENSDART00000170293,14,25,21,0,28,104
ENSDART00000170290,0,0,43,223,0,10
ENSDART00000170291,0,0,0,2,0,0
ENSDART00000170296,0,0,0,0,0,17
ENSDART00000170297,0,0,0,0,0,20
ENSDART00000170294,0,0,0,0,0,0
ENSDART00000170295,0,0,0,0,0,0
ENSDART00000146258,16,231,235,221,165,255
ENSDART00000146252,0,0,0,0,0,0
ENSDART00000146251,7,59,134,110,124,114
MSTRG.15765.1,0,13,0,0,3,13
ENSDART00000146257,5,7,6,6,3,8
ENSDART00000172803,0,77,647,0,2,293
ENSDART00000146255,0,5,2,0,10,10
ENSDART00000172802,0,1,0,0,162,0
ENSDART00000112210,0,181,91,129,0,36
MSTRG.12921.1,0,3,0,0,16,0
MSTRG.43182.1,0,0,18,0,0,0
MSTRG.12545.4,0,0,41,0,0,0
MSTRG.44637.1,0,5,12,0,0,10
ENSDART00000175043,0,0,0,0,0,0
ENSDART00000172809,0,1,1,1,1,1
MSTRG.14891.1,0,15,0,0,0,3
ENSDART00000155719,0,0,7,23,0,48
ENSDART00000112211,0,56,24,0,0,39
ENSDART00000172808,0,0,0,0,0,0
ENSDART00000074181,0,0,0,0,0,0
ENSDART00000155713,0,0,0,0,0,0
ENSDART00000155710,0,12,16,22,20,18
ENSDART00000155711,0,0,0,0,0,0
ENSDART00000155717,0,0,0,0,0,0
ENSDART00000155714,0,68,0,0,106,49
ENSDART00000155715,0,0,0,0,0,0
MSTRG.2347.1,0,0,0,14,0,2
ENSDART00000013540,0,11,0,37,19,73
MSTRG.19218.4,0,0,6,1,432,2
MSTRG.19218.3,80,38,597,423,0,1081
MSTRG.19218.1,0,336,639,343,527,11
ENSDART00000100867,7,263,116,314,340,403
MSTRG.24122.1,232,1827,1872,1619,1298,1708
MSTRG.25573.1,0,14,0,2,0,3
ENSDART00000059791,0,8,226,16,451,21
ENSDART00000059795,178,174,277,193,326,775
ENSDART00000100869,109,658,1987,1499,1116,1518
ENSDART00000101718,35,412,578,543,479,584
MSTRG.34725.1,0,14,0,0,0,0
ENSDART00000073600,0,0,0,0,0,0
MSTRG.34678.4,0,137,540,0,0,435
MSTRG.30820.1,0,0,16,0,0,0
MSTRG.34678.2,146,113,23,1297,1084,36
MSTRG.34678.3,0,159,1061,0,74,37
ENSDART00000143757,3,26,73,47,35,36
ENSDART00000143756,0,0,1,50,11,42
ENSDART00000143751,18,56,31,291,263,76
ENSDART00000143750,0,0,0,0,0,0
ENSDART00000143753,0,12,3,2,0,12
ENSDART00000143752,0,0,0,0,0,0
MSTRG.37249.1,31,0,0,0,35,6
ENSDART00000142437,3,56,130,52,40,52
ENSDART00000143759,0,0,38,0,0,20
ENSDART00000143758,0,0,0,0,0,0
MSTRG.38295.1,4,18,36,46,74,121
MSTRG.24535.1,0,36,42,12,17,70
MSTRG.35653.1,0,0,15,0,0,2
ENSDART00000145757,0,0,0,0,0,0
MSTRG.14877.1,0,4,8,24,16,11
ENSDART00000145754,0,0,0,0,0,35
ENSDART00000145753,0,1,0,0,0,0
ENSDART00000145752,0,0,0,0,0,0
MSTRG.31801.1,0,59,11,0,6,8
ENSDART00000008913,0,0,0,0,0,0
MSTRG.42347.1,0,14,11,13,24,32
MSTRG.34110.1,3,98,127,98,69,137
MSTRG.6650.1,20,73,104,64,100,99
MSTRG.15329.1,3,7,17,25,10,13
ENSDART00000118825,0,0,0,0,0,0
ENSDART00000135802,1,1,1,48,1,1
ENSDART00000066929,77,359,695,733,532,669
MSTRG.31980.1,0,13,12,0,21,27
ENSDART00000024062,0,0,0,0,0,0
MSTRG.19977.1,0,9,0,0,0,0
ENSDART00000158609,0,0,0,0,0,0
ENSDART00000024064,0,6,4,100,62,37
ENSDART00000158607,0,0,0,0,0,0
ENSDART00000158606,0,0,0,0,0,0
ENSDART00000158605,0,0,0,0,0,0
ENSDART00000158604,0,14,71,78,66,56
ENSDART00000158603,0,11,0,16,113,61
ENSDART00000158602,0,0,0,0,0,0
ENSDART00000158601,0,23,8,17,61,23
MSTRG.24248.1,0,0,8,0,0,0
MSTRG.6042.1,24,109,93,58,43,182
MSTRG.603.1,0,3,0,20,0,0
MSTRG.44481.1,0,13,133,70,50,46
MSTRG.15252.1,0,35,2,22,0,18
ENSDART00000058443,0,3,28,8,0,8
MSTRG.1345.1,19,155,234,248,193,245
ENSDART00000151763,0,2,4,1,20,2
ENSDART00000151762,0,0,0,0,0,4
ENSDART00000151761,0,0,0,0,0,0
ENSDART00000151760,0,0,0,0,0,0
ENSDART00000159558,0,6,0,21,8,2
ENSDART00000159559,0,0,0,0,0,0
ENSDART00000151765,41,308,600,330,421,1009
ENSDART00000159554,0,2,0,0,2,2
MSTRG.28972.1,0,7,1,11,0,1
ENSDART00000159556,0,1,0,0,0,0
MSTRG.34579.1,0,8,0,0,0,6
ENSDART00000159550,0,0,0,0,0,0
ENSDART00000159551,0,1,0,0,0,0
ENSDART00000159552,0,0,0,0,0,0
ENSDART00000159553,0,0,0,0,0,0
ENSDART00000167087,0,0,0,0,0,0
ENSDART00000142408,7,9,1,3,1,1
ENSDART00000167084,0,0,0,0,0,0
ENSDART00000167083,0,0,0,0,0,1
ENSDART00000167082,0,78,48,109,77,47
ENSDART00000167081,0,2,0,1,0,0
ENSDART00000167080,0,0,0,0,0,0
ENSDART00000142402,0,13,0,0,0,0
ENSDART00000142403,0,0,0,0,0,0
ENSDART00000142401,0,699,1444,153,0,1338
ENSDART00000142406,0,19,38,40,5,20
ENSDART00000142407,0,32,182,58,1,42
ENSDART00000167089,0,0,0,78,0,0
ENSDART00000167088,0,0,11,0,0,0
MSTRG.10088.1,1,39,36,117,117,59
ENSDART00000118815,0,0,0,0,0,0
ENSDART00000023757,0,57,193,96,177,233
MSTRG.5454.1,0,2,11,3,27,11
ENSDART00000099060,0,0,0,0,0,0
ENSDART00000091250,0,0,0,0,0,0
ENSDART00000091252,64,524,566,736,949,1074
MSTRG.31038.1,0,0,14,0,0,0
ENSDART00000028033,19,311,517,474,326,547
MSTRG.26548.4,0,0,253,0,0,186
MSTRG.26548.6,0,0,0,0,163,0
ENSDART00000028039,0,8,18,0,0,0
MSTRG.26548.2,0,528,0,0,472,349
ENSDART00000062518,178,1572,1961,2556,2509,3023
MSTRG.38714.1,0,0,23,0,0,0
ENSDART00000162569,0,0,5,18,8,9
ENSDART00000162568,0,0,0,0,0,0
ENSDART00000162567,0,0,0,0,0,0
ENSDART00000162566,116,334,688,882,739,989
ENSDART00000162565,0,0,0,0,0,0
ENSDART00000162564,23,127,175,229,124,182
ENSDART00000062515,32,250,976,620,444,526
ENSDART00000162562,0,0,0,0,0,12
ENSDART00000162560,5,0,0,7,0,0
MSTRG.4457.1,21,295,493,308,233,423
ENSDART00000135803,0,0,0,0,0,0
MSTRG.19896.1,0,0,13,0,0,1
ENSDART00000090782,0,0,0,0,0,18
ENSDART00000144804,0,115,127,45,71,188
ENSDART00000067448,116,814,1450,1626,1400,1645
ENSDART00000144806,0,24,41,38,41,39
ENSDART00000144807,0,0,5,11,0,3
ENSDART00000144800,0,0,0,4,0,0
ENSDART00000090788,0,0,11,3,14,24
ENSDART00000144802,8,128,462,226,151,368
ENSDART00000144803,0,0,0,0,0,13
ENSDART00000060910,0,0,0,0,0,0
MSTRG.9937.3,0,0,0,53,1,37
ENSDART00000060919,3,216,307,306,381,327
MSTRG.16165.2,0,235,0,317,0,96
ENSDART00000161038,0,0,0,0,0,0
ENSDART00000161039,0,20,20,38,41,51
ENSDART00000161034,9,62,360,168,65,295
ENSDART00000161035,0,0,0,0,0,0
ENSDART00000161036,0,360,561,339,414,345
ENSDART00000161037,0,0,0,0,0,0
ENSDART00000161030,0,1,0,0,0,2
ENSDART00000161031,0,0,0,0,0,0
ENSDART00000161032,0,0,5,0,21,26
ENSDART00000161033,0,0,0,0,0,0
MSTRG.30858.8,0,0,213,37,0,0
ENSDART00000178844,0,0,0,0,0,0
MSTRG.30858.1,0,0,0,158,188,58
MSTRG.16239.1,0,21,12,6,13,8
MSTRG.42870.1,0,0,10,0,0,0
MSTRG.22412.1,1,4,25,0,7,1
ENSDART00000136004,0,0,0,0,0,0
ENSDART00000138304,0,0,0,0,0,0
MSTRG.7326.1,0,3,37,11,18,27
ENSDART00000056213,385,2511,5834,3163,3078,4886
ENSDART00000138305,0,0,0,0,0,3
MSTRG.39528.3,0,0,0,0,304,0
ENSDART00000170532,0,33,14,10,3,5
ENSDART00000138306,0,0,0,0,0,0
ENSDART00000123546,36,55,337,327,448,10
MSTRG.4877.1,19,287,413,606,493,737
ENSDART00000123544,0,112,499,122,4,384
ENSDART00000138307,0,0,0,0,0,0
MSTRG.12257.1,0,0,10,0,3,4
ENSDART00000123548,0,365,364,684,425,125
MSTRG.22981.1,31,39,83,72,52,43
ENSDART00000155068,0,0,0,0,0,0
ENSDART00000138302,0,3,0,0,11,8
ENSDART00000112888,0,13,0,0,25,7
ENSDART00000112884,0,29,0,105,78,7
ENSDART00000112883,28,134,94,503,105,84
ENSDART00000112881,0,0,0,0,0,0
ENSDART00000112880,0,100,0,99,0,165
ENSDART00000098334,0,0,55,0,20,2
