Geneid	Length	Sample.A	Sample.B	Sample.C	Sample.D	Sample.E	Sample.F
Q3U7X3	4779	0	0	0	0	0	0
NP_001271339	2327	8	20	38	2	40	5
uc008mgo.2	2797	0	3	11	7	0	8
uc008mgp.2	1836	20	28	50	10	20	22
uc012cdr.1	578	17	38	77	25	40	52
I6XKQ3	1020	0	0	3	0	0	0
P53995	8967	1352	1780	2706	3181	1443	3396
A2ATQ5	4233	0	2	0	0	0	0
uc008mgs.1	1006	3	0	0	0	0	0
uc056zpg.1	3555	18	58	5	5	67	5
Q60805	3555	45	470	130	130	422	97
uc056zph.1	3742	0	12	0	3	38	0
Q8CE52	2254	0	0	0	0	0	0
NP_082524	2302	13	15	11	5	13	10
uc008mgw.1	2263	18	18	2	5	10	3
Q8BKU8	4622	0	0	0	0	0	0
Q8BKU8-3	4646	0	0	3	3	7	5
Q501P1	2909	12	12	1271	1218	0	1000
Q9JJ48	1567	160	135	200	173	118	248
Q8BYK8-2	1491	0	0	2	2	3	0
A2AP88	4916	78	55	186	290	72	225
uc008mhd.2	1091	5	15	12	5	10	0
P38585	4562	675	1253	1012	993	1302	1182
P70700	3998	617	1417	825	378	1063	360
Q9CQP3	1302	382	560	247	303	600	228
uc008mhh.1	586	25	92	64	97	105	78
uc029ueo.1	1006	3	0	2	0	0	0
uc008mhi.2	1948	8	23	3	0	10	2
NP_001153065	2612	2007	3188	798	408	3627	380
Q61609	3442	30423	32023	4787	2480	34823	2695
uc056zpj.1	2120	3140	5734	1400	588	6170	500
uc008mhn.2	3433	10	7	2	0	3	3
Q7TS74	3137	233	228	182	10	165	20
Q7TS74-2	2899	3	3	0	0	0	0
uc008mhq.1	1781	2	5	5	0	7	2
P01582	1995	10	5	35	23	15	10
uc012cdt.2	982	0	0	0	0	0	0
P10749	3750	0	10	18	5	0	5
uc012cdu.1	1396	0	0	0	0	0	0
uc012cdv.1	2405	0	5	0	0	0	0
Q8BJ95	1925	0	0	0	0	0	0
uc008mhy.1	1757	0	0	0	0	5	0
E0CYM8	4267	2	20	6	5	30	0
Q6P6I8	4018	0	0	0	0	0	0
E9QPT7	3376	0	0	0	0	0	0
A0A0R4J1Z7	3364	0	0	0	0	0	0
E0CX65	3007	0	0	0	0	0	0
O35852	2547	0	0	0	0	0	0
uc012cdx.1	3091	27	75	132	230	55	133
Q80ZW0	6193	368	260	209	262	225	270
E9PXA2	5443	0	0	0	0	0	0
Q08189	4144	15	15	5	30	17	20
uc033hqc.1	117	0	0	0	0	0	0
Q3TQQ1	2982	5	0	5	5	0	0
Q14CG3	3546	0	0	0	0	0	0
Q8BM11	3327	0	0	0	0	0	0
P27048	1121	4505	8845	10705	7626	6753	8142
Q8R4P4	3216	0	0	0	0	5	0
Q9D6Z1	1895	1437	3433	4705	2673	2562	2485
uc012cea.1	59	0	7	5	5	5	2
A2APD7	881	7	22	73	53	23	53
uc012ceb.1	63	8	5	56	22	18	25
Q91VA7	1520	3970	7165	5672	4454	6076	4834
Q8K4J2	2756	0	0	0	0	0	0
uc008mip.2	2740	0	0	0	0	0	0
uc012ced.1	2567	0	0	0	0	0	0
uc008mio.2	2554	0	0	0	0	0	0
Q9Z100	2421	45	67	170	145	60	128
Q9DA59	733	0	5	0	2	0	13
Q9DA47	1139	0	0	5	7	2	7
Q6P1Z5	4635	47	88	241	148	85	170
Q8BUZ8	3005	0	0	0	0	0	0
G3X8X7	3562	117	257	168	148	160	200
uc012ceg.1	1291	0	7	9	2	3	0
Q8C016	2066	0	0	0	0	0	0
P18052	3609	0	0	0	0	2	0
Q91V35	3501	0	0	0	0	0	0
uc008mje.1	1409	15	32	12	33	15	35
Q80ZS3	962	925	1612	777	718	1198	593
P35454	540	0	2	15	30	5	18
P35455	611	0	3	0	5	0	0
Q925F4	3884	130	145	39	70	150	75
uc008mjl.3	3413	0	0	0	0	0	0
A0A0R4J291	3175	57	97	80	93	115	55
A2AHG0-2	4025	2	0	2	0	0	0
A2AHG0	4319	0	0	0	0	0	0
NP_001277956	4256	0	0	0	0	0	0
Q80WW9	1101	2928	3715	2596	2872	3335	2899
Q3U589	1788	7	30	7	18	12	10
Q9D892	1159	595	985	659	603	670	540
A2AJN7	3201	17	452	343	348	353	328
NP_001298076	6745	3	0	6	2	18	3
Q7TT23	6639	0	0	0	0	0	0
uc012cei.1	572	0	0	0	0	0	0
Q8BIT3	2121	0	0	0	0	0	0
Q9D5P8	2190	5	0	0	0	0	0
uc012cej.1	2136	12	50	50	60	88	45
A2AKU3	1967	13	47	45	30	115	15
uc012cek.1	2375	88	163	47	80	157	75
uc008mkb.2	3095	143	273	132	115	225	127
uc029ueq.1	564	0	0	0	3	0	0
Q9WU60	8737	1917	2542	2548	3153	2768	3255
Q9JJT2-2	1479	0	0	0	0	0	0
Q9JJT2-4	1386	0	0	0	0	0	0
A2AP45	1453	0	0	0	0	0	0
Q9JJT2	1359	0	0	0	0	0	0
uc033hqg.1	80	0	0	0	0	0	0
Q9JJT2-6	600	0	0	0	0	0	0
Q9JJT2-3	573	0	0	0	0	0	0
uc008mkk.2	1501	0	0	0	0	0	0
Q58GH7	2120	0	0	0	0	0	0
Q923W9	3165	0	0	0	0	0	2
A2AP51	3087	0	0	0	0	0	0
G3X8X6	6387	2	2	3	3	0	5
Q62230-3	5790	0	0	0	0	0	0
Q62230-2	1861	0	0	0	0	0	0
Q9CZJ2	2943	15	15	182	280	10	243
F8WIU1	1321	0	0	0	0	0	0
Q9D1K7	1312	0	0	0	0	0	0
uc008mkt.2	1414	0	5	0	3	5	7
Q99JL1	2264	230	485	352	293	360	313
P27790	2779	3674	6479	4338	4339	5376	4393
P30306	3106	8	3	2	0	0	0
Q9DBN8	3028	0	0	0	0	0	0
Q80V29	1512	0	0	0	0	0	0
Q9D742	1168	0	0	0	0	0	0
A2ANC6	1601	0	0	0	0	0	0
uc056zpp.1	3007	8	0	0	2	3	3
NP_001193311	2961	3	0	2	0	0	0
Q8VCF0	3098	0	0	0	0	0	0
NP_001193312	2695	0	0	0	0	0	0
Q3U4S0	4266	0	0	0	0	0	0
uc008mlh.2	3692	0	0	0	0	0	0
uc012cel.1	4232	3	0	6	0	5	0
uc008mli.1	603	0	0	0	0	0	0
uc008mlj.1	479	0	0	0	0	0	0
uc012cem.1	86	0	0	0	3	0	0
Q8BGI1	5680	0	0	0	0	0	0
uc012cen.1	5654	0	0	5	3	0	0
Q99K82-2	2262	50	167	18	0	133	8
Q99K82	2315	13	48	5	2	42	0
uc012ceo.1	1529	0	0	0	0	0	0
Q99K82-8	1764	0	0	0	0	0	0
Q3TLR8	1662	0	0	0	0	0	0
A2ANQ4	1412	0	0	0	0	0	0
Q99K82-10	1077	0	0	0	0	0	0
Q99K82-7	2011	0	0	0	0	0	0
Q99K82-5	1251	0	0	0	0	0	0
Q99K82-6	2083	0	0	0	0	0	0
uc057bom.1	1819	0	2	0	0	3	2
A2ANQ2	2394	0	2	27	10	3	20
uc008mlv.1	380	0	0	0	2	0	0
uc008mlw.2	3631	0	0	0	0	0	0
Q9DAX3	3378	0	0	0	0	0	0
P04925	3732	562	1123	11075	9145	1215	11771
A0A075B668	3400	0	0	0	0	0	0
Q9QUG3	3212	0	0	2	0	3	0
Q8BMS9	8102	20	35	565	375	33	568
uc008mmh.1	6136	0	0	0	0	2	0
Q9EPR4	6364	0	0	0	0	2	0
Q9EPR4-2	1638	0	0	7	0	12	0
Q8CIB6	1593	390	677	471	813	633	595
P17918	1260	5144	8021	9284	8347	5273	8012
uc008mmm.1	494	10	12	5	5	8	8
Q6PBC0	1244	8	3	20	17	5	10
Q99L43	8396	0	0	0	0	0	0
A2AMQ5	8073	0	0	0	0	0	0
Q8K458	4665	0	0	0	0	0	0
uc029uev.1	1075	0	0	0	0	0	0
uc057bon.1	950	0	0	0	0	0	0
uc008mms.1	2033	0	0	0	0	0	0
uc008mmt.1	1979	0	0	0	0	0	0
uc008mmu.1	847	0	0	0	0	0	0
Q8C0L9	3701	0	0	0	0	0	0
NP_081372	3704	0	0	0	0	0	0
NP_001036137	3392	108	87	43	45	60	25
uc056zpq.1	2675	103	65	38	37	27	25
D6RHS8	565	0	3	0	0	2	0
uc056zpr.1	4526	5	15	0	5	12	10
uc012ces.1	2061	0	0	0	0	0	0
uc008mnd.2	883	0	0	0	0	0	0
Q9D112	1571	25	72	129	182	45	118
P16014	2733	3	3	0	2	2	8
uc057boo.1	2594	0	0	0	0	0	0
Q8CE96	2939	787	1020	735	595	752	590
Q9CWV1	3472	0	0	0	0	0	0
Q9CWV1-2	3388	0	0	0	0	0	0
Q80ZM8	1907	0	0	0	0	0	0
uc008mnl.1	1777	0	0	0	0	0	0
NP_079922	1594	0	0	0	0	2	0
P59383	3475	0	0	7	23	0	20
P59113	5255	165	900	3760	2620	963	2675
uc008mnp.1	1302	0	7	27	5	0	3
uc008mnq.1	627	0	0	0	0	0	0
P21274	3566	45	125	236	87	87	130
uc056zps.1	87	0	0	0	0	0	0
Q9WU19	2029	0	5	3	5	0	7
Q8C0L0	5147	287	560	1323	1295	460	1290
A2ARI0	2682	0	0	0	0	0	0
uc008mnv.2	1796	0	0	6	2	0	13
uc008mnw.2	2737	0	0	0	0	0	3
F6X322	7403	0	0	3	12	0	12
Q9Z1B3	6998	0	0	0	0	0	0
uc029uew.1	2502	0	0	0	5	0	0
uc008moa.2	2288	0	0	0	0	0	0
A2AT91	3021	0	0	0	0	0	0
V9GXQ9	3565	0	0	0	0	0	0
Q91UZ1	3692	0	0	0	0	0	0
uc057bop.1	1617	0	0	0	0	0	0
A2AT93	821	0	0	0	3	0	0
Q9D387	1955	0	0	20	8	0	5
Q8C015	4893	0	0	0	0	0	0
Q4KL59	1757	0	0	0	0	0	0
uc008mok.1	2406	0	0	0	0	0	0
Q8BLU6	3248	0	0	0	0	0	0
Q9D2J7	2846	0	0	0	0	0	0
uc008moo.1	2987	0	0	0	0	0	0
P60879	2119	0	0	0	0	0	0
P60879-2	2119	0	0	0	0	0	0
Q9DBF3	2990	0	0	0	0	0	0
Q9JI70	3194	15	10	14	18	10	15
NP_001273912	1805	0	0	0	0	0	0
Q8K3C1	1750	0	5	0	3	0	0
Q9D7Y9-2	2685	0	0	0	0	0	0
Q9D7Y9-3	3017	5	0	0	0	0	0
Q9D7Y9	2939	0	0	3	0	0	0
uc057boq.1	2817	0	0	0	0	0	2
uc057bor.1	3329	0	0	0	0	0	0
Q9QXX0	5493	232	442	9272	10835	363	9305
NP_001020602	4638	3	12	5	5	5	10
P58545	4940	3	10	27	30	20	13
uc029uey.1	38	0	0	0	0	0	0
uc008mpc.1	1265	0	0	3	0	0	2
uc029uez.1	48	0	0	0	0	0	0
uc012cex.1	79	0	0	0	0	0	0
Q8BG54	2845	75	172	11	7	233	13
uc056zpu.1	3072	15	40	1827	565	7	535
V9GXR4	2965	40	78	4897	2032	52	1944
Q8R1G1	2526	0	0	0	0	0	0
uc008mpj.3	2246	0	0	0	0	0	0
uc008mpk.3	2177	0	0	0	0	0	0
Q3UJT0	2148	0	0	0	0	0	0
uc008mph.3	2433	0	0	0	0	0	0
Q8R1G1-2	1902	0	0	0	0	0	0
NP_001276540	2103	0	0	0	0	0	0
Q3V1V3	3392	925	1884	1757	1150	1408	1187
A2APY7	2732	47	42	65	65	25	70
A2APY7-2	2798	0	0	2	5	0	3
uc029ufa.1	24	0	0	0	0	0	0
Q3V172	2219	0	0	0	0	0	0
uc012cez.1	2148	0	0	0	0	0	0
B0QZY1	580	0	0	0	0	0	0
uc008mps.2	1052	0	0	0	0	0	0
Q9D117	3557	0	2	6	15	3	3
Q3TN12	1338	0	0	0	0	0	0
Q3UYG8	1893	0	0	0	0	0	0
Q8BGT1	4537	147	835	803	975	782	745
Q6DFY7	1239	0	0	0	0	0	0
uc029ufb.1	21	0	0	0	0	0	0
uc029ufc.1	21	0	0	0	0	0	0
uc057bos.1	1908	0	0	0	0	0	0
B1AVY7	5445	0	0	0	0	0	0
E7FLY0	5478	0	0	0	0	0	0
uc008mqa.1	495	2	2	0	0	0	0
uc029ufd.1	21	0	0	0	0	0	0
Q9CQI7	1230	543	1530	1709	1505	1205	1848
Q9JIE3	916	0	0	0	0	0	0
uc008mqd.1	4233	0	0	0	0	0	0
Q91ZN0	3824	0	0	3	3	0	0
P21661	4743	0	0	0	0	0	0
uc008mqg.1	3370	0	0	0	0	0	0
A2AMT1-2	2372	0	0	0	0	0	0
A2AMT1	2390	0	0	0	0	0	0
Q9R0P5	1900	9550	33279	159435	170143	37067	201370
A2AVJ7	5177	11137	16881	9703	8610	13948	9444
Q99PL5-3	2690	0	0	0	0	0	0
Q99PL5-12	1336	0	0	0	0	0	0
Q99PL5-11	1274	0	0	0	0	0	0
Q8BVR0	528	5	0	0	0	0	0
uc008mqp.1	771	0	3	0	2	2	0
Q3UMU7	1743	0	0	5	5	0	10
Q9D8U8	2620	2537	6578	4204	6260	5172	5637
uc012cfg.1	221	0	10	6	23	8	10
Q9CXC3	3107	298	430	415	382	275	388
Q8CIV7-2	1213	0	0	0	0	0	0
Q8CIV7	1737	10	3	3	5	5	12
Q8CID0	3800	547	893	416	523	765	557
E9Q3Q5	1468	0	0	0	0	0	0
uc008mrb.2	1079	0	0	2	0	0	3
uc008mrc.1	1557	0	0	5	0	0	5
Q8C008	6831	0	0	0	0	0	0
B2RUH8	6873	0	0	0	0	0	0
B7ZNV9	6705	0	0	0	0	0	0
Q5FWA4	2072	0	0	0	0	0	0
Q921X6	4160	72	132	186	153	120	158
uc008mrh.1	3276	0	0	0	0	0	0
O88851	2160	158	175	1129	1587	135	1523
Q9D662	2810	978	733	239	187	580	247
NP_001268745	2421	0	0	0	0	2	0
Q3V460	459	282	302	214	280	293	280
Q9DD18	1283	195	512	1147	828	490	935
Q9DAH1	750	0	0	0	0	0	0
NP_444425	3507	1788	1270	477	837	937	993
Q3V0I6	1814	0	3	3	0	0	0
uc008mrt.1	2595	32	40	53	25	50	25
uc008mru.1	2084	7	5	32	35	5	15
F8WGD2	4677	2505	11616	4653	4141	12401	4106
Q9DB82	1172	0	0	9	5	8	0
P61600	1142	0	0	0	0	0	0
P63154	3111	613	1455	1371	1525	1280	1587
uc008msa.1	2298	5	20	14	3	25	12
uc008msb.1	666	0	0	0	0	0	0
B2FDE9	3262	0	0	0	0	0	0
B7ZCD6	1566	0	0	0	0	0	0
Q6ZWM9	1332	0	0	0	0	0	0
B7ZCD7	2255	0	3	0	0	0	2
uc008msg.1	2036	0	0	0	0	0	0
Q63ZV0	3022	0	0	0	5	0	2
uc008msi.2	4679	0	0	0	0	0	0
A0A0A0MQD7	9610	25	70	84	35	70	55
uc008msk.1	2891	0	0	0	0	2	3
uc029ufg.1	958	0	3	3	0	0	2
uc029ufh.1	20	0	0	0	0	0	0
B2RX86	6188	0	0	0	0	0	0
uc029ufi.1	737	0	0	0	0	0	0
Q3UXL4	2150	205	337	438	642	413	670
NP_001028470	809	0	0	0	0	0	0
NP_036047	1411	0	0	0	0	0	0
Q9DBR1-2	2906	2	8	0	3	2	0
Q9DBR1	3367	177	495	403	315	468	325
Q9EQM3	1065	0	0	0	0	0	0
Q8BRS9	1354	0	0	0	0	0	0
P42586	2049	0	0	0	0	0	0
uc012cfm.1	4345	0	0	0	0	0	0
uc033hqo.1	551	0	0	0	0	0	0
uc008msv.1	733	0	0	0	0	0	0
P09084	2638	0	0	0	0	0	0
uc008msy.1	1457	0	0	0	0	0	0
uc008msz.1	1331	0	0	0	0	0	0
NP_001277996	2138	3	0	0	0	0	0
G5E8P5	2070	0	0	0	0	0	0
P35583	2128	0	0	0	0	0	0
A0A0R4J1D6	1388	87	0	2	5	0	3
P15306	3718	2878	345	1405	570	380	498
O89103	6638	103	205	1564	900	200	818
Q9QZV9	1101	173	330	227	170	227	187
Q4VBD9	4135	1317	710	586	830	662	980
uc008mth.2	1448	15	2	12	30	3	22
P28663	3693	37	57	47	83	33	95
Q80Y72	610	0	0	0	0	0	0
Q64FK4	454	0	0	0	0	0	0
Q9D269	606	0	0	0	0	0	0
Q8VII3	601	0	0	0	0	0	0
uc012cfo.1	564	0	0	0	0	0	0
E9Q1S9	546	0	0	0	0	0	0
P32766	703	0	0	0	0	0	0
Q80ZN5	765	0	0	0	0	0	0
Q9Z0H6	686	0	0	5	0	0	0
Q9D264	658	0	0	3	0	0	2
P21460	796	19487	4344	5601	4873	5027	4954
Q9JM84	789	0	0	0	0	0	0
uc008mtv.1	1255	13	22	5	0	15	0
A2ANU3	2055	0	0	2	0	2	0
Q8BZW4	4096	0	0	0	0	0	0
A2ANU5	4032	0	0	0	0	0	0
uc012cfq.1	4180	0	5	0	0	3	0
NP_001139335	1728	0	0	0	0	0	0
A2ANU7	6920	70	52	36	57	20	60
A2AU83	3018	3	3	0	0	5	0
Q9CXH3	648	0	0	9	2	0	0
B6ZLR4	1797	52	35	30	58	10	75
A2AQA0	7164	90	45	91	153	48	175
A2AQA1	2706	2	0	0	0	0	0
O89098	986	0	0	2	0	0	0
Q9D7N9	2190	3385	3306	2032	1565	3144	1995
uc008mue.1	459	0	0	0	0	0	0
Q99NB1	3594	7808	5234	148	128	4627	85
uc008mug.2	936	0	5	0	0	3	0
Q91V10	3568	0	0	0	0	0	0
Q8CHZ3	3140	28	22	18	27	25	23
Q3U0P5	2500	593	1170	161	82	842	78
Q8CI94	3838	3201	6895	12799	13086	6932	13733
uc029ufj.1	411	0	0	3	0	2	0
uc008mum.2	951	0	0	0	0	0	0
Q99LR1	1967	0	0	0	0	0	0
uc008mup.2	1971	0	0	0	0	0	0
uc008muq.1	455	0	0	0	0	0	0
Q8K1A2	644	0	0	0	0	0	0
Q9CZ15	1087	135	163	39	10	65	12
Q6ZQ12	5093	155	557	666	620	548	415
Q9CPT3	1375	197	122	47	23	70	18
A2AQX6	5344	0	0	0	0	0	0
uc008muy.1	28	0	0	0	0	0	0
uc008muz.2	47	0	0	0	0	0	0
uc008mva.2	61	0	0	0	0	0	0
uc008mvb.1	36	0	0	0	0	0	0
uc029ufk.1	52	0	0	0	0	0	0
uc008mvc.2	29	0	0	0	0	0	0
uc008mvd.2	108	0	0	0	0	0	0
uc029ufl.1	41	0	0	0	0	0	0
uc008mve.2	44	0	0	0	0	0	0
uc008mvf.2	102	0	0	0	0	0	0
uc029ufm.1	49	0	0	0	0	0	0
uc008mvg.1	85	0	0	0	0	0	0
uc008mvh.1	29	0	0	0	0	0	0
uc008mvi.2	122	0	0	0	0	0	0
uc008mvj.1	29	0	0	0	0	0	0
uc008mvk.2	35	0	0	0	0	0	0
uc008mvl.2	35	0	0	0	0	0	0
uc008mvm.2	55	0	0	0	0	0	0
uc008mvn.1	31	0	0	0	0	0	0
uc008mvo.1	81	0	0	0	0	0	0
uc008mvp.2	87	0	0	0	0	0	0
uc008mvs.2	75	0	0	0	0	0	0
uc008mvt.1	41	0	0	0	0	0	0
uc029ufn.1	28	0	0	0	0	0	0
uc008mvu.2	30	0	0	0	0	0	0
uc008mvv.2	31	0	0	0	0	0	0
uc008mvw.2	81	0	0	0	0	0	0
uc008mvx.2	47	0	0	0	0	0	0
uc029ufo.1	30	0	0	0	0	0	0
uc008mvy.1	32	0	0	0	0	0	0
uc008mvz.2	83	0	0	0	0	0	0
uc008mwb.2	44	0	0	0	0	0	0
uc029ufp.1	29	0	0	0	0	0	0
uc029ufq.1	32	0	0	0	0	0	0
uc008mwc.2	100	0	0	0	0	0	0
uc008mwd.2	32	0	0	0	0	0	0
uc008mwe.1	31	0	0	0	0	0	0
uc008mwf.1	31	0	0	0	0	0	0
uc008mwg.1	32	0	0	0	0	0	0
uc008mwh.2	118	0	0	0	0	0	0
uc029ufr.1	36	0	0	0	0	0	0
uc008mwj.1	30	0	0	0	0	0	0
uc008mwk.2	30	0	0	0	0	0	0
uc029ufs.1	31	0	0	0	0	0	0
uc008mwl.2	42	0	0	0	0	0	0
uc008mwm.1	32	0	0	0	0	0	0
uc008mwn.1	35	0	0	0	0	0	0
uc029uft.1	31	0	0	0	0	0	0
uc008mwo.1	31	0	0	0	0	0	0
uc008mwp.1	36	0	0	0	0	0	0
uc029ufu.1	36	0	0	0	0	0	0
uc008mwq.1	31	0	0	0	0	0	0
uc029ufv.1	36	0	0	0	0	0	0
uc008mwr.2	35	0	0	0	0	0	0
uc008mws.2	37	0	0	0	0	0	0
uc008mwt.1	58	0	0	0	0	0	0
uc008mwu.1	54	0	0	0	0	0	0
uc008mww.2	61	0	0	0	0	0	0
uc029ufw.1	39	0	0	0	0	0	0
uc008mwx.2	42	0	0	0	0	0	0
uc029ufx.1	29	0	0	0	0	0	0
uc008mwy.1	35	0	0	0	0	0	0
uc008mwz.1	62	0	0	0	0	0	0
uc008mxa.2	59	0	0	0	0	0	0
uc008mxb.2	38	0	0	0	0	0	0
uc029ufy.1	48	0	0	0	0	0	0
uc029ufz.1	39	0	0	0	0	0	0
uc008mxc.2	42	0	0	0	0	0	0
uc008mxd.1	30	0	0	0	0	0	0
uc029uga.1	29	0	0	0	0	0	0
uc008mxe.2	36	0	0	0	0	0	0
uc008mxf.2	44	0	0	0	0	0	0
uc008mxg.2	68	0	0	0	0	0	0
uc008mxh.1	51	0	0	0	0	0	0
uc008mxi.2	35	0	0	0	0	0	0
uc008mxj.2	193	0	0	0	0	0	0
uc008mxl.1	29	0	0	0	0	0	0
uc008mxm.2	67	0	0	0	0	0	0
uc008mxn.2	61	0	0	0	0	0	0
uc029ugb.1	35	0	0	0	0	0	0
uc008mxo.2	31	0	0	0	0	0	0
uc008mxp.2	54	0	0	0	0	0	0
uc008mxq.1	31	0	0	0	0	0	0
uc008mxr.2	35	0	0	0	0	0	0
uc029ugc.1	29	0	0	0	0	0	0
uc008mxs.1	36	0	0	0	0	0	0
uc029ugd.1	31	0	0	0	0	0	0
uc008mxt.1	36	0	0	0	0	0	0
uc029uge.1	36	0	0	0	0	0	0
uc008mxu.1	31	0	0	0	0	0	0
uc008mxv.1	31	0	0	0	0	0	0
uc008mxw.1	32	0	0	0	0	0	0
uc029ugf.1	41	0	0	0	0	0	0
uc008mxx.2	31	0	0	0	0	0	0
uc008mxy.1	30	0	0	0	0	0	0
uc008mya.2	171	0	0	0	0	0	0
uc008myb.1	32	0	0	0	0	0	0
uc008myc.1	31	0	0	0	0	0	0
uc008myd.1	31	0	0	0	0	0	0
uc008mye.2	32	0	0	0	0	0	0
uc008myf.2	100	0	0	0	0	0	0
uc029ugg.1	32	0	0	0	0	0	0
uc008myg.2	65	0	0	0	0	0	0
uc008myh.2	100	0	0	0	0	0	0
uc008myi.1	32	0	0	0	0	0	0
uc008myj.2	47	0	0	0	0	0	0
uc008myk.2	78	0	0	0	0	0	0
uc008myl.2	33	0	0	0	0	0	0
uc029ugh.1	32	0	0	0	0	0	0
uc008mym.2	64	0	0	0	0	0	0
uc008myo.2	35	0	0	0	0	0	0
uc008myp.2	79	0	0	0	0	0	0
uc008myq.1	83	0	0	0	0	0	0
uc008myr.2	81	0	0	0	0	0	0
uc008mys.2	32	0	0	0	0	0	0
uc008myt.2	55	0	0	0	0	0	0
uc008myu.1	35	0	0	0	0	0	0
uc008myv.2	36	0	0	0	0	0	0
uc008myw.1	29	0	0	0	0	0	0
uc008myx.2	192	0	0	0	0	0	0
uc008myz.1	30	0	0	0	0	0	0
uc008mzb.2	105	0	0	0	0	0	0
uc008mzc.2	49	0	0	0	0	0	0
uc008mze.2	158	0	0	0	0	0	0
uc008mzf.2	46	0	0	0	0	0	0
uc008mzg.2	175	0	0	0	0	0	0
uc029ugi.1	29	0	0	0	0	0	0
uc008mzh.2	69	0	0	0	0	0	0
uc008mzi.1	38	0	0	0	0	0	0
uc008mzj.2	55	0	0	0	0	0	0
uc008mzk.1	56	0	0	0	0	0	0
uc008mzl.1	29	0	0	0	0	0	0
uc008mzm.1	28	0	0	0	0	0	0
uc029ugj.1	32	0	0	0	0	0	0
uc008mzn.2	1466	0	0	0	0	0	0
uc029ugk.1	28	0	0	0	0	0	0
uc008mzo.1	29	0	0	0	0	0	0
uc008mzp.1	56	0	0	0	0	0	0
uc008mzq.2	55	0	0	0	0	0	0
uc008mzr.1	36	0	0	0	0	0	0
uc029ugl.1	69	0	0	0	0	0	0
uc029ugm.1	29	0	0	0	0	0	0
uc008mzs.2	175	0	0	0	0	0	0
uc008mzt.2	46	0	0	0	0	0	0
uc008mzu.2	42	0	0	0	0	0	0
uc008mzv.2	101	0	0	0	0	0	0
uc008mzw.2	31	0	0	0	0	0	0
uc008mzx.1	49	0	0	0	0	0	0
uc008mzy.2	106	0	0	0	0	0	0
uc008mzz.2	30	0	0	0	0	0	0
uc008naa.2	167	0	0	0	0	0	0
uc029ugn.1	29	0	0	0	0	0	0
uc008nad.2	36	0	0	0	0	0	0
uc008nae.2	35	0	0	0	0	0	0
uc008naf.2	55	0	0	0	0	0	0
uc008nag.1	32	0	0	0	0	0	0
uc029ugo.1	52	0	0	0	0	0	0
uc008nah.2	81	0	0	0	0	0	0
uc008nai.2	141	0	0	0	0	0	0
uc008nak.2	64	0	0	0	0	0	0
uc008nal.2	32	0	0	0	0	0	0
uc008nam.2	31	0	0	0	0	0	0
uc008nan.2	88	0	0	0	0	0	0
uc029ugp.1	30	0	0	0	0	0	0
uc029ugq.1	32	0	0	0	0	0	0
uc008nao.1	80	0	0	0	0	0	0
uc008nap.2	65	0	0	0	0	0	0
uc029ugr.1	32	0	0	0	0	0	0
uc008nar.2	100	0	0	0	0	0	0
uc008nas.2	31	0	0	0	0	0	0
uc008nat.1	31	0	0	0	0	0	0
uc008nau.1	32	0	0	0	0	0	0
uc008nav.2	171	0	0	0	0	0	0
uc008nax.1	30	0	0	0	0	0	0
uc008nay.2	31	0	0	0	0	0	0
uc008naz.2	41	0	0	0	0	0	0
uc008nba.1	32	0	0	0	0	0	0
uc008nbb.1	35	0	0	0	0	0	0
uc029ugs.1	31	0	0	0	0	0	0
uc008nbc.1	31	0	0	0	0	0	0
uc008nbd.1	36	0	0	0	0	0	0
uc029ugt.1	36	0	0	0	0	0	0
uc029ugu.1	31	0	0	0	0	0	0
uc029ugv.1	29	0	0	0	0	0	0
uc008nbe.2	35	0	0	0	0	0	0
uc008nbf.1	37	0	0	0	0	0	0
uc008nbg.2	58	0	0	0	0	0	0
uc008nbh.1	31	0	0	0	0	0	0
uc029ugw.1	35	0	0	0	0	0	0
uc008nbi.2	61	0	0	0	0	0	0
uc008nbj.1	67	0	0	0	0	0	0
uc029ugx.1	29	0	0	0	0	0	0
uc008nbl.2	163	0	0	0	0	0	0
uc008nbm.2	35	0	0	0	0	0	0
uc008nbn.1	48	0	0	0	0	0	0
uc008nbo.2	68	0	0	0	0	0	0
uc008nbp.1	44	0	0	0	0	0	0
uc008nbq.1	36	0	0	0	0	0	0
uc008nbr.2	1120	0	0	0	0	0	0
uc008nbs.2	826	0	0	0	0	0	0
uc008nbt.2	61	0	0	0	0	0	0
uc029ugy.1	35	0	0	0	0	0	0
uc008nbu.2	31	0	0	0	0	0	0
uc008nbv.2	58	0	0	0	0	0	0
uc008nbw.1	31	0	0	0	0	0	0
uc008nbx.2	35	0	0	0	0	0	0
uc029ugz.1	29	0	0	0	0	0	0
uc029uha.1	36	0	0	0	0	0	0
uc008nby.1	31	0	0	0	0	0	0
uc008nbz.1	51	0	0	0	0	0	0
uc029uhb.1	36	0	0	0	0	0	0
uc008nca.2	31	0	0	0	0	0	0
uc008ncb.1	31	0	0	0	0	0	0
uc008ncc.1	35	0	0	0	0	0	0
uc008ncd.2	32	0	0	0	0	0	0
uc008nce.1	41	0	0	0	0	0	0
uc008ncf.1	31	0	0	0	0	0	0
uc008ncg.2	30	0	0	0	0	0	0
uc008nci.2	171	0	0	0	0	0	0
uc008nck.1	32	0	0	0	0	0	0
